index,DATE,TEAM,OPPONENT,TIME IN,TIME OUT,TOTAL_TIME,SCORE IN,SCORE OUT,+/-,TEAM A,TEAM B,TEAM C,TEAM D,TEAM E,POSS,FGM,FGA,2ptFGM,2ptFGA,3ptFGM,3ptFGA,FTM,FTA,AST,TO,OREB,DREB,STL,BLK,FOULS,Opp_POSS.,Opp_FGM,Opp_FGA,Opp_2ptFGM,Opp_2ptFGA,Opp_3ptFGM,Opp_3ptFGA,Opp_FTM,Opp_FTA,Opp_AST,Opp_TO,Opp_OREB,Opp_DREB,Opp_STL,Opp_BLK,Opp_FOULS
2,01/12/19,DAVIDSON,VCU,13:46,12:21,85,4-4,4-4,0,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,2.0,0,2,0,2,0,0,0,0,0,0,0,1,1,0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,2,0,0,0
5,01/12/19,DAVIDSON,VCU,10:42,09:33,69,4-8,8-10,2,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,2.0,2,2,2,2,0,0,0,0,1,0,0,0,0,0,0,2.0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
6,01/12/19,DAVIDSON,VCU,09:33,06:56,157,8-10,11-13,0,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,3.88,1,2,0,0,1,2,0,2,1,1,0,1,0,0,0,3.0,1,3,0,0,1,3,0,0,0,1,1,2,1,1,1
7,01/12/19,DAVIDSON,VCU,06:56,05:35,81,11-13,15-17,0,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,1.88,1,1,1,1,0,0,2,2,1,0,0,0,0,0,0,2.0,2,3,2,2,0,1,0,0,0,0,1,0,0,0,1
8,01/12/19,DAVIDSON,VCU,05:35,03:58,97,15-17,19-19,2,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,1.88,1,2,1,2,0,0,2,2,0,0,1,0,0,0,0,2.0,1,2,1,2,0,0,0,0,1,1,1,0,0,0,1
9,01/12/19,DAVIDSON,VCU,03:58,01:59,119,19-19,23-23,0,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,3.0,2,3,2,2,0,1,0,0,0,0,0,2,0,0,1,3.88,1,3,1,2,0,1,2,2,1,0,0,1,0,0,0
10,01/12/19,DAVIDSON,VCU,01:59,00:00,119,23-23,28-23,5,BRAJKOVIC.LUKA,COLLINS.CARTER,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,3.0,2,4,1,2,1,2,0,0,1,0,1,2,0,0,0,2.0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0
11,01/12/19,DAVIDSON,VCU,20:00,17:54,126,28-23,31-27,-1,BRAJKOVIC.LUKA,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,PRITCHETT.KISHAWN,3.0,1,2,0,1,1,1,0,0,1,1,0,0,0,0,1,3.0,2,3,2,3,0,0,0,0,0,1,1,1,0,0,0
12,01/12/19,DAVIDSON,VCU,17:54,17:06,48,31-27,31-33,-6,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,PRITCHETT.KISHAWN,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,2.44,2,2,1,1,1,1,1,1,1,0,0,1,0,0,0
13,01/12/19,DAVIDSON,VCU,17:06,17:00,6,31-33,31-33,0,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,PRITCHETT.KISHAWN,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14,01/12/19,DAVIDSON,VCU,17:00,16:10,50,31-33,31-36,-3,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,2.0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,1.88,1,2,0,1,1,1,0,2,1,0,1,2,0,0,0
15,01/12/19,DAVIDSON,VCU,16:10,15:43,27,31-36,31-37,-1,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,KOVACEVIC.DUSAN,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0.88,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
16,01/12/19,DAVIDSON,VCU,15:43,14:33,70,31-37,31-39,-2,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,JONES.BATES,2.0,0,3,0,2,0,1,0,0,0,0,1,1,0,0,0,2.0,1,2,1,1,0,1,0,0,1,0,0,2,0,0,1
17,01/12/19,DAVIDSON,VCU,14:33,12:36,117,31-39,31-41,-2,BRAJKOVIC.LUKA,COLLINS.CARTER,FRAMPTON.LUKE,GRADY.KELLAN,GUDMUNDSSON.JONAX,2.0,0,4,0,3,0,1,0,0,0,0,2,1,0,0,0,2.0,1,2,1,1,0,1,0,0,0,0,0,2,0,1,0
18,01/12/19,DAVIDSON,VCU,12:36,12:34,2,31-41,33-41,2,BRAJKOVIC.LUKA,CZERAPOWICZ.DAVID,FRAMPTON.LUKE,GRADY.KELLAN,PRITCHETT.KISHAWN,0.88,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
